name,title,origin,weaponType,moveType,rarities,releaseDate,assets/portrait/75px,assets/portrait/113px,assets/portrait/150px,skills/0/name,skills/0/default,skills/0/rarity,skills/1/name,skills/1/default,skills/1/rarity,skills/2/name,skills/2/default,skills/2/rarity,skills/3/name,skills/3/default,skills/3/rarity,skills/4/name,skills/4/default,skills/4/rarity,skills/5/name,skills/5/default,skills/5/rarity,skills/6/name,skills/6/rarity,skills/7/name,skills/7/rarity,skills/8/name,skills/8/rarity,skills/9/name,skills/9/rarity,skills/10/name,skills/10/rarity,skills/11/name,skills/11/rarity,stats/1/4/hp,stats/1/4/atk,stats/1/4/spd,stats/1/4/def,stats/1/4/res,stats/1/5/hp,stats/1/5/atk,stats/1/5/spd,stats/1/5/def,stats/1/5/res,stats/40/4/hp/0,stats/40/4/hp/1,stats/40/4/hp/2,stats/40/4/atk/0,stats/40/4/atk/1,stats/40/4/atk/2,stats/40/4/spd/0,stats/40/4/spd/1,stats/40/4/spd/2,stats/40/4/def/0,stats/40/4/def/1,stats/40/4/def/2,stats/40/4/res/0,stats/40/4/res/1,stats/40/4/res/2,stats/40/5/hp/0,stats/40/5/hp/1,stats/40/5/hp/2,stats/40/5/atk/0,stats/40/5/atk/1,stats/40/5/atk/2,stats/40/5/spd/0,stats/40/5/spd/1,stats/40/5/spd/2,stats/40/5/def/0,stats/40/5/def/1,stats/40/5/def/2,stats/40/5/res/0,stats/40/5/res/1,stats/40/5/res/2,stats/1/2/hp,stats/1/2/atk,stats/1/2/spd,stats/1/2/def,stats/1/2/res,stats/1/3/hp,stats/1/3/atk,stats/1/3/spd,stats/1/3/def,stats/1/3/res,stats/40/2/hp/0,stats/40/2/hp/1,stats/40/2/hp/2,stats/40/2/atk/0,stats/40/2/atk/1,stats/40/2/atk/2,stats/40/2/spd/0,stats/40/2/spd/1,stats/40/2/spd/2,stats/40/2/def/0,stats/40/2/def/1,stats/40/2/def/2,stats/40/2/res/0,stats/40/2/res/1,stats/40/2/res/2,stats/40/3/hp/0,stats/40/3/hp/1,stats/40/3/hp/2,stats/40/3/atk/0,stats/40/3/atk/1,stats/40/3/atk/2,stats/40/3/spd/0,stats/40/3/spd/1,stats/40/3/spd/2,stats/40/3/def/0,stats/40/3/def/1,stats/40/3/def/2,stats/40/3/res/0,stats/40/3/res/1,stats/40/3/res/2,skills/6/default,skills/12/name,skills/12/rarity,shortName,stats/1/1/hp,stats/1/1/atk,stats/1/1/spd,stats/1/1/def,stats/1/1/res,stats/40/1/hp/0,stats/40/1/hp/1,stats/40/1/hp/2,stats/40/1/atk/0,stats/40/1/atk/1,stats/40/1/atk/2,stats/40/1/spd/0,stats/40/1/spd/1,stats/40/1/spd/2,stats/40/1/def/0,stats/40/1/def/1,stats/40/1/def/2,stats/40/1/res/0,stats/40/1/res/1,stats/40/1/res/2,skills/13/name,skills/13/rarity,skills/14/name,skills/14/rarity
Sheena,Princess of Gra,Fire Emblem: Mystery of the Emblem,Green Axe,Armored,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sheena.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sheena.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sheena.png,Iron Axe,-,-,Steel Axe,-,-,Killer Axe,4,-,Killer Axe+,5,5,Buckler,4,-,Escutcheon,-,4,Svalinn Shield,4,Fortify Def 1,-,Fortify Def 2,-,Fortify Armor,4,,,,,20,8,5,12,6,21,8,6,12,7,39,42,45,25,28,31,20,23,26,31,34,37,27,30,33,42,45,48,26,30,33,22,25,29,33,36,39,30,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigure (Performing Arts),Dark Sky Singer,Fire Emblem Fates,Blue Tome,Infantry,5,"Sep 29, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Shigure (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Shigure (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Shigure (Performing Arts).png,Thunder,-,-,Elthunder,-,-,Dancer's Score,-,-,Dancer's Score+,5,-,Sing,5,-,Torrent Dance 1,,-,Geyser Dance 1,-,Geyser Dance 2,5,B Tome Valor 1,-,B Tome Valor 2,-,B Tome Valor 3,5,,,,,,,,15,7,5,4,5,,,,,,,,,,,,,,,,31,34,38,28,31,34,26,29,32,18,21,24,21,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shigure (P),,,,,,,,,,,,,,,,,,,,,,,,
Sigurd,Holy Knight,Fire Emblem: Genealogy of the Holy War,Red Sword,Cavalry,5,"Oct 16, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sigurd.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sigurd.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sigurd.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Divine Tyrfing,5,-,Miracle,5,-,Close Def 1,,-,Close Def 2,-,Close Def 3,5,Crusader's Ward,5,Spd Smoke 1,-,Spd Smoke 2,-,Spd Smoke 3,5,,,,,,19,9,8,6,4,,,,,,,,,,,,,,,,37,41,44,32,35,38,29,32,35,31,34,37,13,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonya,Vengeful Mage,Fire Emblem Echoes: Shadows of Valentia,Green Tome,Infantry,5,"Jul 13, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sonya.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sonya.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sonya.png,Wind,-,-,Elwind,-,-,Rexcalibur,-,-,Dark Excalibur,5,-,New Moon,5,-,Moonbow,-,5,Warding Blow 1,-,Mirror Strike 1,-,Mirror Strike 2,5,Res Ploy 1,-,Res Ploy 2,-,Res Ploy 3,5,,,,,,17,7,7,5,8,,,,,,,,,,,,,,,,33,36,40,30,33,36,28,31,34,12,15,19,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophia,Nabata Prophet,Fire Emblem: The Binding Blade,Red Tome,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sophia.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sophia.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sophia.png,Flux,1,-,Ruin,3,2,Fenrir,4,3,Fenrir+,5,5,Dragon Gaze,4,3,Dragon Fang,-,4,Warding Blow 1,3,Warding Blow 2,4,Warding Blow 3,5,Fortify Res 1,1,Fortify Res 2,2,Fortify Res 3,4,17,9,3,5,7,18,9,4,6,7,34,37,40,28,31,34,14,17,20,22,25,28,24,27,30,36,40,43,30,33,36,16,19,22,24,28,31,25,29,32,16,8,2,4,6,17,8,3,5,6,30,33,36,24,27,30,11,14,17,18,21,24,20,23,26,33,36,39,26,29,32,13,16,19,21,24,27,22,25,28,,,,,16,7,2,4,5,29,32,35,22,25,27,10,13,16,17,20,23,18,21,24,,,,
Soren,Shrewd Strategist,Fire Emblem: Path of Radiance,Green Tome,Infantry,4-5,"Apr 26, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Soren.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Soren.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Soren.png,Wind,-,-,Elwind,-,-,Rexcalibur,4,-,Rexcalibur+,5,5,Rising Wind,4,-,Growing Wind,-,4,Watersweep 1,-,Watersweep 2,4,Watersweep 3,5,Fortify Res 1,-,Fortify Res 2,-,Fortify Res 3,4,16,7,9,3,6,17,7,9,4,7,31,34,37,28,31,34,28,31,34,12,15,18,23,26,29,33,36,40,30,33,36,30,33,36,13,17,20,25,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stahl,Viridian Knight,Fire Emblem Awakening,Red Sword,Cavalry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Stahl.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Stahl.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Stahl.png,Iron Sword,1,-,Steel Sword,3,2,Ruby Sword,4,3,Ruby Sword+,-,5,Swap,4,3,Defense +1,,1,Defense +2,2,Defense +3,4,Obstruct 1,3,Obstruct 2,4,Obstruct 3,5,,,18,7,6,8,4,19,7,7,8,5,39,42,45,26,29,32,21,24,27,25,28,31,17,20,23,42,45,48,28,31,34,23,26,30,26,30,33,19,22,25,17,6,5,7,3,18,6,6,7,4,35,38,41,22,25,28,18,20,23,21,24,27,14,17,19,38,41,44,24,27,30,20,23,26,23,26,29,16,19,22,,,,,17,5,5,6,3,34,36,39,20,23,25,17,19,22,19,22,25,13,16,18,,,,
Subaki,Perfect Expert,Fire Emblem Fates,Blue Lance,Flying,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Subaki.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Subaki.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Subaki.png,Iron Lance,1,-,Steel Lance,3,2,Sapphire Lance,4,3,Sapphire Lance+,5,5,Swap,4,3,Resistance +1,,1,Resistance +2,2,Resistance +3,4,Quick Riposte 1,3,Quick Riposte 2,4,Quick Riposte 3,5,,,17,5,9,9,4,18,6,9,9,5,34,37,40,20,23,26,30,33,36,30,33,36,17,20,23,36,40,43,22,25,29,32,35,38,32,35,38,19,22,25,16,4,8,8,3,17,5,8,8,4,30,33,36,17,19,22,26,29,32,26,29,32,14,17,19,33,36,39,19,22,25,28,31,34,28,31,34,16,19,22,,,,,16,4,7,7,3,29,32,35,16,18,21,24,26,29,24,26,29,13,16,18,,,,
Sully,Crimson Knight,Fire Emblem Awakening,Blue Lance,Cavalry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sully.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sully.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sully.png,Iron Lance,1,-,Steel Lance,3,2,Sapphire Lance,4,3,Sapphire Lance+,-,5,Draw Back,4,3,Swordbreaker 1,,-,Swordbreaker 2,4,Swordbreaker 3,5,Spur Def 1,-,Spur Def 2,-,Spur Def 3,4,,,17,7,8,6,5,18,7,8,7,6,36,39,42,22,25,28,29,32,35,19,22,25,22,25,28,39,42,45,23,26,30,31,34,37,21,24,27,24,28,31,,,,,,17,6,7,6,5,,,,,,,,,,,,,,,,35,38,41,20,23,26,27,30,33,18,21,24,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tailtiu,Thunder Noble,Fire Emblem: Genealogy of the Holy War,Blue Tome,Infantry,4-5,"Oct 16, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tailtiu.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tailtiu.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tailtiu.png,Thunder,-,-,Elthunder,-,-,Blárblade,4,-,Blárblade+,5,5,Rally Resistance,4,-,Rally Speed Resistance,-,4,Attack +1,-,Attack Res 1,4,Attack Res 2,5,Spur Spd 1,-,Drive Spd 1,-,Drive Spd 2,4,16,8,9,3,5,17,8,9,4,6,33,36,39,27,30,33,30,33,36,12,15,18,20,23,26,35,39,42,29,32,35,32,35,38,13,17,20,22,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takumi,Wild Card,Fire Emblem Fates,Neutral Bow,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Takumi.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Takumi.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Takumi.png,Iron Bow,-,-,Steel Bow,-,-,Silver Bow,-,-,Fujin Yumi,5,-,Retribution,5,-,Vengeance,-,5,Close Counter,5,Threaten Spd 1,-,Threaten Spd 2,-,Threaten Spd 3,5,,,,,,,,,,18,8,7,6,5,,,,,,,,,,,,,,,,36,40,43,29,32,35,30,33,36,22,25,29,14,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tana,Winged Princess,Fire Emblem: The Sacred Stones,Blue Lance,Flying,5,"Aug 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tana.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tana.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tana.png,Iron Lance,-,-,Steel Lance,-,-,Heavy Spear,-,-,Vidofnir,5,-,New Moon,5,-,Moonbow,-,5,Speed +1,-,Spd Def 1,-,Spd Def 2,5,Guidance 1,-,Guidance 2,-,Guidance 3,5,,,,,,17,8,10,6,6,,,,,,,,,,,,,,,,33,36,40,31,34,37,33,36,39,22,25,29,22,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tharja,Dark Shadow,Fire Emblem Awakening,Red Tome,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tharja.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tharja.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tharja.png,Flux,-,-,Ruin,-,-,Rauðrblade,4,-,Rauðrblade+,5,5,Retribution,4,-,Vengeance,-,4,Darting Blow 1,-,Darting Blow 2,-,Darting Blow 3,4,Spur Res 1,-,Spur Res 2,4,Spur Res 3,5,16,8,8,5,4,17,8,8,6,5,33,36,39,27,30,33,29,32,35,18,21,24,15,18,21,35,39,42,29,32,35,31,34,37,20,23,26,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiki (Adult),Naga's Voice,Fire Emblem Awakening,Red Breath,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tiki (Adult).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tiki (Adult).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tiki (Adult).png,Fire Breath,-,-,Fire Breath+,3,-,Lightning Breath,4,3,Lightning Breath+,5,5,Glowing Ember,4,3,Bonfire,-,4,Defiant Atk 1,-,Defiant Atk 2,3,Defiant Atk 3,4,Spur Res 1,3,Spur Res 2,4,Spur Res 3,5,17,7,5,9,6,18,7,6,9,7,34,37,40,30,33,36,18,21,24,30,33,36,19,22,25,36,40,43,32,35,38,20,23,26,32,35,38,21,24,27,,,,,,17,6,5,8,6,,,,,,,,,,,,,,,,33,36,39,28,31,34,17,20,23,28,31,34,18,21,24,,,,Tiki (A),,,,,,,,,,,,,,,,,,,,,,,,
Tiki (Adult) (Ylissean Summer),Summering Scion,Fire Emblem Awakening,Green Axe,Infantry,5,"Jun 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tiki (Adult) (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tiki (Adult) (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tiki (Adult) (Ylissean Summer).png,Iron Axe,-,-,Steel Axe,-,-,Melon Crusher,-,-,Melon Crusher+,5,-,Daylight,5,-,Sol,-,5,Close Def 1,-,Close Def 2,-,Close Def 3,5,Axe Valor 1,-,Axe Valor 2,-,Axe Valor 3,5,,,,,,18,8,6,8,7,,,,,,,,,,,,,,,,32,35,38,33,36,39,27,30,33,29,32,35,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiki (A),,,,,,,,,,,,,,,,,,,,,,,,
Tiki (Young),Dragon Scion,Fire Emblem: Mystery of the Emblem,Red Breath,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tiki (Young).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tiki (Young).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tiki (Young).png,Fire Breath,-,-,Fire Breath+,-,-,Flametongue,-,-,Flametongue+,5,-,Rising Flame,5,-,Growing Flame,-,5,Armored Blow 1,-,Armored Blow 2,-,Armored Blow 3,5,Breath of Life 1,-,Breath of Life 2,-,Breath of Life 3,5,,,,,,15,5,4,8,7,,,,,,,,,,,,,,,,38,41,44,28,31,34,27,30,33,29,32,35,25,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiki (Y),,,,,,,,,,,,,,,,,,,,,,,,
Titania,Mighty Mercenary,Fire Emblem: Path of Radiance,Green Axe,Cavalry,4-5,"Apr 26, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Titania.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Titania.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Titania.png,Iron Axe,-,-,Steel Axe,-,-,Emerald Axe,4,-,Emerald Axe+,5,5,Reciprocal Aid,4,-,Armored Blow 1,,-,Armored Blow 2,-,Armored Blow 3,4,Guard 1,-,Guard 2,4,Guard 3,5,,,17,5,8,5,8,18,6,8,6,8,32,35,38,22,25,28,29,32,35,20,23,26,25,28,31,34,37,41,24,28,31,31,34,37,22,25,29,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobin,The Clueless One,Fire Emblem Echoes: Shadows of Valentia,Red Sword,Infantry,4-5,"Jul 07, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Tobin.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Tobin.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Tobin.png,Iron Sword,-,-,Steel Sword,-,-,Armorslayer,4,-,Armorslayer+,5,5,Pivot,4,-,Attack +1,,-,Attack +2,-,Attack +3,4,Seal Spd 1,-,Seal Spd 2,4,Seal Spd 3,5,,,17,7,5,4,3,18,7,5,5,4,40,43,46,26,29,32,22,25,28,27,30,33,20,23,26,43,46,49,28,31,34,23,27,30,30,33,36,22,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursula,Blue Crow,Fire Emblem: The Blazing Blade,Blue Tome,Cavalry,3-4,"Mar 10, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ursula.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ursula.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ursula.png,Thunder,-,-,Elthunder,3,-,Blárwolf,4,3,Blárwolf+,-,5,Rising Thunder,4,3,Growing Thunder,-,4,Death Blow 1,3,Death Blow 2,4,Death Blow 3,5,Threaten Res 1,-,Threaten Res 2,3,Threaten Res 3,4,15,6,8,3,8,16,7,8,4,8,30,33,36,23,26,29,27,30,33,14,17,20,25,28,31,32,35,39,25,29,32,29,32,35,16,19,22,26,30,33,,,,,,15,6,7,3,7,,,,,,,,,,,,,,,,29,32,35,22,25,28,25,28,31,13,16,19,23,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valter,Dark Moonstone,Fire Emblem: The Sacred Stones,Blue Lance,Flying,3-4,"Aug 21, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Valter.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Valter.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Valter.png,Iron Lance,-,-,Steel Lance,3,-,Silver Lance,4,3,Cursed Lance,-,5,New Moon,4,3,Luna,-,4,Darting Blow 1,-,Darting Blow 2,-,Darting Blow 3,4,Panic Ploy 1,-,Panic Ploy 2,4,Panic Ploy 3,5,17,8,9,7,3,18,8,9,8,4,36,39,42,27,30,33,26,29,32,28,31,34,14,17,20,39,42,45,29,32,35,27,31,34,31,34,37,16,19,22,,,,,,17,7,8,7,3,,,,,,,,,,,,,,,,35,38,41,25,28,31,24,27,30,27,30,33,13,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica,Emblian Princess,Fire Emblem Heroes,Green Tome,Infantry,N/A,N/A,https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Veronica.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Veronica.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Veronica.png,Wind,1,-,Elwind,3,2,Rexcalibur,4,3,Élivágar,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virion,Elite Archer,Fire Emblem Awakening,Neutral Bow,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Virion.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Virion.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Virion.png,Iron Bow,1,-,Steel Bow,3,2,Silver Bow,4,3,Silver Bow+,-,5,Night Sky,4,3,Astra,-,4,Defiant Res 1,3,Defiant Res 2,4,Defiant Res 3,5,Seal Spd 1,1,Seal Spd 2,2,Seal Spd 3,4,19,7,7,6,2,20,7,7,7,3,40,43,46,26,29,32,26,29,32,21,24,27,9,12,15,43,46,49,28,31,34,28,31,34,23,26,30,10,13,17,18,6,6,5,1,19,6,6,6,2,36,39,42,22,25,28,22,25,28,18,20,23,7,9,12,39,42,45,24,27,30,24,27,30,20,23,26,8,11,14,,,,,18,5,5,5,1,35,37,40,20,23,25,20,23,25,17,19,22,6,9,11,,,,
Wrys,Kindly Priest,Fire Emblem: Shadow Dragon and the Blade of Light,Neutral Staff,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Wrys.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Wrys.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Wrys.png,Assault,-,1,Slow,-,3,Heal,1,-,Reconcile,3,2,Rehabilitate,-,4,Imbue,4,2,Heavenly Light,3,Live to Serve 1,3,Live to Serve 2,4,Live to Serve 3,5,,,,,17,4,6,4,10,18,5,6,5,10,36,39,42,19,22,25,19,22,25,17,20,23,31,34,37,39,42,45,21,24,28,20,23,26,19,22,25,33,36,39,16,3,5,3,9,17,4,5,4,9,32,35,38,16,18,21,16,19,21,14,17,19,27,30,33,35,38,41,18,21,24,17,20,23,16,19,22,29,32,35,-,,,,16,3,4,3,8,31,34,36,15,17,20,14,17,19,13,16,18,25,27,30,,,,
Xander,Paragon Knight,Fire Emblem Fates,Red Sword,Cavalry,3-4,"May 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Xander.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Xander.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Xander.png,Iron Sword,-,-,Steel Sword,3,-,Silver Sword,4,3,Siegfried,-,5,Rising Light,4,3,Blazing Light,-,4,Armored Blow 1,-,Armored Blow 2,-,Armored Blow 3,5,Spur Def 1,-,Spur Def 2,4,Spur Def 3,5,19,8,4,9,3,20,8,5,9,4,38,41,44,27,30,33,19,22,25,32,35,38,12,15,18,41,44,47,29,32,35,21,24,28,34,37,40,13,17,20,,,,,,19,7,4,8,3,,,,,,,,,,,,,,,,37,40,43,25,28,31,18,21,24,30,33,36,11,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xander (Nohrian Summer),Student Swimmer,Fire Emblem Fates,Green Axe,Infantry,5,"Jul 28, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Xander (Nohrian Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Xander (Nohrian Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Xander (Nohrian Summer).png,Iron Axe,-,-,Steel Axe,-,-,Lilith Floatie,-,-,Lilith Floatie+,5,-,Glowing Ember,5,-,Bonfire,-,5,Fire Boost 1,-,Fire Boost 2,-,Fire Boost 3,5,Infantry Pulse 1,-,Infantry Pulse 2,-,Infantry Pulse 3,5,,,,,,19,8,6,8,6,,,,,,,,,,,,,,,,40,43,46,29,32,35,27,30,33,33,36,39,13,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xander (N),,,,,,,,,,,,,,,,,,,,,,,,
Xander (Spring Festival),Spring Prince,Fire Emblem Fates,Blue Lance,Cavalry,5,"Mar 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Xander (Spring Festival).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Xander (Spring Festival).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Xander (Spring Festival).png,Iron Lance,-,-,Steel Lance,-,-,Carrot Lance,-,-,Carrot Lance+,5,-,Swap,5,-,Live for Honor,,5,Fortify Def 1,-,Fortify Def 2,-,Fortify Def 3,5,,,,,,,,,,,,18,6,6,9,7,,,,,,,,,,,,,,,,36,40,43,22,25,29,24,28,31,32,35,38,23,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xander (S),,,,,,,,,,,,,,,,,,,,,,,,
Zephiel,The Liberator,Fire Emblem: The Binding Blade,Red Sword,Armored,3-4,"Apr 20, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Zephiel.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Zephiel.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Zephiel.png,Iron Sword,-,-,Steel Sword,3,-,Silver Sword,4,3,Eckesachs,-,5,Retribution,4,3,Reprisal,-,4,Life and Death 1,-,Life and Death 2,4,Life and Death 3,5,Wary Fighter 1,-,Wary Fighter 2,-,Wary Fighter 3,4,24,9,2,12,4,25,9,3,12,5,49,52,56,30,33,36,11,14,17,33,36,39,19,22,25,52,55,59,32,35,38,12,16,19,35,38,41,21,24,28,,,,,,24,8,2,11,4,,,,,,,,,,,,,,,,48,51,54,28,31,34,10,13,16,31,34,37,18,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
